Name,YT Scope Project,
File,C:\Users\sakat\source\repos\pylib_sakata-main\experiment\data\time_resp_2mass_nf_20250902.csv,
Starttime of export,134012658900787500,Tuesday, September 2, 2025,14:51:30.078
Endtime of export,134012659010816250,Tuesday, September 2, 2025,14:51:41.081


Name,RefPosUm[0],ActPosUm[0],RefVelMm[0],ActVelMm[0],ErrPosUm[0],ErrVelMm[0],ServoOutN[0],NoiseOut[0],ActForceN[0],FlagInject,FlagMoving[0],TargetTorque[0]

0,0,-0.003814697265625,0,0.030517578125,0.003814697265625,-0.030517578125,0.0069681861106579345,0,0.0064,0,0,34
0.125,0,0.003814697265625,0,0.06103515625,-0.003814697265625,-0.06103515625,0.006826010966908159,0,0.0068,0,0,34
0.25,7.8115234375000011E-08,-0.003814697265625,1.8746874999999998E-06,-0.06103515625,0.0038147753808593751,0.0610370309375,0.0069752667648718,0,0.0068,0,2,34
0.375,6.2484375E-07,0.003814697265625,7.4975E-06,0.06103515625,-0.003814072421875,-0.06102765875,0.0068353490545423308,0,0.007,0,2,34
0.5,2.108583984375E-06,0,1.6866562500000003E-05,-0.030517578125,2.108583984375E-06,0.0305344446875,0.0069215326094813328,0,0.0058,0,2,34
0.625,4.9975E-06,0,2.998E-05,0,4.9975E-06,2.998E-05,0.0069247526777450764,0,0.007,0,2,34
0.75,9.7595214843750009E-06,-0.003814697265625,4.68359375E-05,-0.030517578125,0.003824456787109375,0.0305644140625,0.0069917465281657933,0,0.0076,0,2,34
0.875,1.686234375E-05,0.003814697265625,6.7432500000000009E-05,0.06103515625,-0.003797834921875,-0.06096772375,0.0068509276006024095,0,0.006,0,2,34
1,2.6773427734374998E-05,0,9.176781250000001E-05,-0.030517578125,2.6773427734374998E-05,0.0306093459375,0.006935196668141335,0,0.0062,0,2,34
1.125,3.9960000000000004E-05,0.003814697265625,0.00011984,0.030517578125,-0.003774737265625,-0.030397738125,0.0068715604068697042,0,0.0062,0,2,34
1.25,5.6889052734375023E-05,-0.003814697265625,0.00015164718750000004,-0.06103515625,0.0038715863183593751,0.0611868034375,0.007014299665918722,0,0.007,0,2,35
1.375,7.8027343750000053E-05,0,0.0001871875000000001,0.030517578125,7.8027343750000053E-05,-0.030330390625,0.0069306629583657069,0,0.0064,0,2,34
1.5,0.00010384139648437509,0,0.00022645906250000011,0,0.00010384139648437509,0.00022645906250000011,0.00692962064056078,0,0.0058,0,2,34
1.625,0.00013479750000000015,0,0.00026946000000000023,0,0.00013479750000000015,0.00026946000000000023,0.0069286558859214782,0,0.0076,0,2,34
1.75,0.0001713617089843752,0,0.00031618843750000022,0,0.0001713617089843752,0.00031618843750000022,0.0069278928715435116,0,0.0076,0,2,34
1.875,0.00021399984375000024,0,0.00036664250000000026,0,0.00021399984375000024,0.00036664250000000026,0.006927422930507709,0,0.0068,0,2,34
2,0.00026317749023437536,0,0.00042082031250000035,0,0.00026317749023437536,0.00042082031250000035,0.006927302722711819,0,0.0054,0,2,34
2.125,0.00031936000000000047,0.003814697265625,0.00047872000000000046,0.030517578125,-0.0034953372656249997,-0.030038858124999998,0.0068632923682961306,0,0.0064,0,2,34
2.25,0.00038301249023437557,0,0.00054033968750000054,-0.030517578125,0.00038301249023437557,0.031057917812500002,0.0069425901040760449,0,0.007,0,2,34
2.375,0.00045459984375000067,0.003814697265625,0.00060567750000000071,0.030517578125,-0.0033600974218749992,-0.029911900624999998,0.0068751608842223654,0,0.007,0,2,34
2.5,0.00053458670898437575,0.003814697265625,0.00067473156250000082,0,-0.0032801105566406244,0.00067473156250000082,0.0068869070395284719,0,0.0066,0,2,34
2.625,0.00062343750000000094,0.003814697265625,0.00074750000000000077,0,-0.0031912597656249993,0.00074750000000000077,0.0068952388412377944,0,0.0068,0,2,34
2.75,0.00072161639648437616,0.003814697265625,0.0008239809375000009,0,-0.0030930808691406238,0.0008239809375000009,0.0069004883931462506,0,0.0072,0,2,34
2.875,0.00082958734375000135,-0.003814697265625,0.000904172500000001,-0.06103515625,0.0046442846093750012,0.06193932875,0.0070316998768469863,0,0.0068,0,2,35
3,0.0009478140527343766,0.003814697265625,0.0009880728125000013,0.06103515625,-0.0028668832128906233,-0.060047083437499996,0.0068750955769536727,0,0.0064,0,2,34
3.125,0.0010767600000000019,0,0.0010756800000000014,-0.030517578125,0.0010767600000000019,0.031593258125,0.0069470967152509737,0,0.006,0,2,34
3.25,0.0012168884277343772,0,0.0011669921875000014,0,0.0012168884277343772,0.0011669921875000014,0.006939400836259743,0,0.0076,0,2,34
3.375,0.0013686623437500025,0,0.0012620075000000018,0,0.0013686623437500025,0.0012620075000000018,0.00693485796734501,0,0.0066,0,2,34
3.5,0.0015325445214843779,-0.003814697265625,0.0013607240625000017,-0.030517578125,0.0053472417871093776,0.0318783021875,0.0069976333857173474,0,0.0066,0,2,34
3.625,0.0017089975000000033,-0.003814697265625,0.0014631400000000019,0,0.0055236947656250035,0.0014631400000000019,0.0069844633821847767,0,0.0072,0,2,34
3.75,0.0018984835839843787,0.003814697265625,0.001569253437500002,0.06103515625,-0.0019162136816406213,-0.0594659028125,0.0068491401268724631,0,0.0074,0,2,34
3.875,0.0021014648437500038,0.003814697265625,0.0016790625000000022,0,-0.0017132324218749962,0.0016790625000000022,0.0068767641931651545,0,0.007,0,2,34
4,0.00231840311523438,0.003814697265625,0.0017925653125000023,0,-0.00149629415039062,0.0017925653125000023,0.0069006557516838726,0,0.0072,0,2,34
4.125,0.0025497600000000055,0.003814697265625,0.0019097600000000025,0,-0.0012649372656249945,0.0019097600000000025,0.0069199930586032908,0,0.0062,0,2,34
4.25,0.0027959968652343809,-0.003814697265625,0.002030644687500003,-0.06103515625,0.0066106941308593809,0.0630658009375,0.0070629879279995554,0,0.0068,0,2,35
4.375,0.0030575748437500065,0,0.0021552175000000033,0.030517578125,0.0030575748437500065,-0.028362360624999996,0.0069796320933258596,0,0.0072,0,2,34
4.5,0.0033349548339843818,-0.003814697265625,0.0022834765625000032,-0.030517578125,0.0071496520996093818,0.032801054687500004,0.0070432359207151388,0,0.006,0,2,35
4.625,0.003628597500000007,0,0.0024154200000000032,0.030517578125,0.003628597500000007,-0.028102158125,0.0069641491229697683,0,0.0074,0,2,34
4.75,0.0039389632714843838,-0.003814697265625,0.0025510459375000039,-0.030517578125,0.0077536605371093838,0.0330686240625,0.0070325601822995437,0,0.0062,0,2,35
4.875,0.0042665123437500094,0.003814697265625,0.0026903525000000041,0.06103515625,0.00045181507812500944,-0.058344803749999993,0.0068941282369375861,0,0.007,0,2,34
5,0.0046117046777343854,0.003814697265625,0.0028333378125000039,0,0.00079700741210938543,0.0028333378125000039,0.0069173507386406183,0,0.0062,0,2,34
5.125,0.0049750000000000107,0.003814697265625,0.0029800000000000043,0,0.0011603027343750107,0.0029800000000000043,0.0069362646758066747,0,0.0068,0,2,34
5.25,0.0053568578027343864,0.003814697265625,0.0031303371875000042,0,0.0015421605371093864,0.0031303371875000042,0.006950694188114598,0,0.0076,0,2,34
5.375,0.0057577373437500126,0,0.0032843475000000049,-0.030517578125,0.0057577373437500126,0.033801925625000007,0.0070251195882062379,0,0.0078,0,2,35
5.5,0.0061780976464843882,0,0.0034420290625000048,0,0.0061780976464843882,0.0034420290625000048,0.007017128221978068,0,0.006,0,2,35
5.625,0.0066183975000000143,0,0.0036033800000000054,0,0.0066183975000000143,0.0036033800000000054,0.0070102661994719444,0,0.007,0,2,35
5.75,0.0070790954589843918,0.003814697265625,0.0037683984375000055,0.030517578125,0.0032643981933593918,-0.026749179687499996,0.0069409276373866213,0,0.0062,0,2,34
5.875,0.0075606498437500169,0,0.0039370825000000055,-0.030517578125,0.0075606498437500169,0.034454660625000008,0.0070167338844720293,0,0.0066,0,2,35
6,0.0080635187402343916,-0.003814697265625,0.0041094303125000058,-0.030517578125,0.011878216005859392,0.034627008437500009,0.0070763870561795271,0,0.0062,0,2,35
6.125,0.0085881600000000183,0.003814697265625,0.0042854400000000067,0.06103515625,0.0047734627343750183,-0.056749716249999992,0.0069313962603009234,0,0.0068,0,2,34
6.25,0.0091350312402343949,0,0.0044651096875000075,-0.030517578125,0.0091350312402343949,0.03498268781250001,0.0070147701199674275,0,0.0076,0,2,35
6.375,0.0097045898437500226,0,0.0046484375000000076,0,0.0097045898437500226,0.0046484375000000076,0.007017610145642162,0,0.007,0,2,35
6.5,0.010297292958984398,0.003814697265625,0.004835421562500007,0.030517578125,0.0064825956933593984,-0.025682156562499992,0.0069580814435605959,0,0.006,0,2,34
6.625,0.010913597500000025,0,0.0050260600000000075,-0.030517578125,0.010913597500000025,0.035543638125000006,0.0070430496834640449,0,0.0062,0,2,35
6.75,0.011553960146484401,0,0.0052203509375000076,0,0.011553960146484401,0.0052203509375000076,0.0070463804977997074,0,0.0072,0,2,35
6.875,0.012218837343750028,-0.003814697265625,0.0054182925000000074,-0.030517578125,0.016033534609375028,0.035935870625000005,0.0071149413013755474,0,0.0064,0,2,35
7,0.012908685302734407,-0.003814697265625,0.00561988281250001,0,0.016723382568359407,0.00561988281250001,0.007105679968116365,0,0.0068,0,2,35
7.125,0.013623960000000032,-0.003814697265625,0.00582512000000001,0,0.017438657265625032,0.00582512000000001,0.0071012565589915642,0,0.0068,0,2,35
7.25,0.014365117177734409,0.003814697265625,0.0060340021875000096,0.06103515625,0.010550419912109409,-0.055001154062499988,0.0069727835143755723,0,0.0052,0,2,34
7.375,0.015132612343750034,0,0.00624652750000001,-0.030517578125,0.015132612343750034,0.036764105625000008,0.0070697788187940184,0,0.0074,0,2,35
7.5,0.015926900771484412,0.011444091796875,0.006462694062500011,0.091552734375,0.0044828089746094119,-0.08509004031249999,0.0068901109145699923,0,0.0068,0,2,34
7.625,0.016748437500000039,0,0.0066825000000000105,-0.091552734375,0.016748437500000039,0.098235234375000008,0.00713773113384856,0,0.0072,0,2,35
7.75,0.017597677333984416,0.003814697265625,0.0069059434375000105,0.030517578125,0.013782980068359416,-0.02361163468749999,0.0070710236820431087,0,0.0062,0,2,35
7.875,0.018475074843750043,0.00762939453125,0.0071330225000000112,0.030517578125,0.010845680312500043,-0.023384555624999991,0.0070177439006950558,0,0.0056,0,2,35
8,0.019381084365234415,-0.003814697265625,0.00736373531250001,-0.091552734375,0.023195781630859415,0.098916469687500008,0.0072318240552619768,0,0.0076,0,2,36
8.125,0.020316160000000041,0.003814697265625,0.0075980800000000105,0.06103515625,0.016501462734375041,-0.053437076249999993,0.007074178326993549,0,0.0062,0,2,35
8.25,0.021280755615234417,0.003814697265625,0.00783605468750001,0,0.017466058349609417,0.00783605468750001,0.0070804374230567617,0,0.0068,0,2,35
8.375,0.022275324843750045,0,0.0080776575000000121,-0.030517578125,0.022275324843750045,0.038595235625000016,0.0071502215262592757,0,0.007,0,2,35
8.5,0.023300321083984426,0.003814697265625,0.0083228865625000117,0.030517578125,0.019485623818359426,-0.022194691562499987,0.0070769602250609328,0,0.0068,0,2,35
8.625,0.024356197500000051,0,0.0085717400000000134,-0.030517578125,0.024356197500000051,0.039089318125000015,0.0071511911803069485,0,0.0066,0,2,35
8.75,0.025443407021484427,0.003814697265625,0.0088242159375000115,0.030517578125,0.021628709755859427,-0.021693362187499989,0.0070831066601324344,0,0.008,0,2,35
8.875,0.026562402343750052,-0.003814697265625,0.009080312500000012,-0.06103515625,0.030377099609375052,0.07011546875,0.00722697288446823,0,0.0072,0,2,36
9,0.027713635927734431,0,0.00934002781250001,0.030517578125,0.027713635927734431,-0.021177550312499988,0.0071495807607818663,0,0.0068,0,2,35
9.125,0.028897560000000058,0,0.0096033600000000122,0,0.028897560000000058,0.0096033600000000122,0.0071591120431193219,0,0.0078,0,2,35
9.25,0.030114626552734437,0.00762939453125,0.0098703071875000121,0.06103515625,0.022485232021484437,-0.05116484906249999,0.0070435253002091823,0,0.0084,0,2,35
9.375,0.031365287343750069,0,0.010140867500000015,-0.06103515625,0.031365287343750069,0.071176023750000011,0.0072162645506684926,0,0.0074,0,2,36
9.5,0.032649993896484451,0,0.010415039062500015,0,0.032649993896484451,0.010415039062500015,0.0072248644944571212,0,0.007,0,2,36
9.625,0.033969197500000076,0,0.010692820000000016,0,0.033969197500000076,0.010692820000000016,0.0072344292434684005,0,0.008,0,2,36
