Name,YT Scope Project,
File,C:\Users\sakat\source\repos\pylib_sakata-main\experiment\data\time_resp_2mass_nf_20250124.csv,
Starttime of export,133821716658202500,Friday, January 24, 2025,14:54:25.820
Endtime of export,133821716768275000,Friday, January 24, 2025,14:54:36.827


Name,RefPosUm[0],ActPosUm[0],ErrPosUm[0],ServoOutN[0],NoiseOut[0],FlagInject,FlagMotionExe

0,0,-0.003814697265625,0.003814697265625,0.00020765598439775198,0,0,0
0.125,0,-0.00762939453125,0.00762939453125,0.00022572776223532635,0,0,1
0.25,7.8115234375000011E-08,-0.003814697265625,0.0038147753808593751,0.00020365172509966773,0,0,1
0.375,6.2484375E-07,0,6.2484375E-07,0.00018528060658502235,0,0,1
0.5,2.108583984375E-06,0,2.108583984375E-06,0.00018908024777703413,0,0,1
0.625,4.9975E-06,-0.003814697265625,0.003819694765625,0.00021170377018970627,0,0,1
0.75,9.7595214843750009E-06,0.003814697265625,-0.003804937744140625,0.00017391184657226453,0,0,1
0.875,1.686234375E-05,0,1.686234375E-05,0.0001984602761355153,0,0,1
1,2.6773427734374998E-05,0.00762939453125,-0.0076026211035156253,0.00016180322005929319,0,0,1
1.125,3.9960000000000004E-05,0.003814697265625,-0.003774737265625,0.00018674451764368988,0,0,1
1.25,5.6889052734375023E-05,0.003814697265625,-0.0037578082128906249,0.00018804490207021904,0,0,1
1.375,7.8027343750000053E-05,0.003814697265625,-0.003736669921875,0.00018797246888677314,0,0,1
1.5,0.00010384139648437509,0,0.00010384139648437509,0.00020585152258127448,0,0,1
1.625,0.00013479750000000015,0,0.00013479750000000015,0.00020118612233558717,0,0,1
1.75,0.0001713617089843752,0,0.0001713617089843752,0.00019656012550959439,0,0,1
1.875,0.00021399984375000024,0,0.00021399984375000024,0.00019236248394334968,0,0,1
2,0.00026317749023437536,-0.003814697265625,0.0040778747558593755,0.00020800795208518355,0,0,1
2.125,0.00031936000000000047,0,0.00031936000000000047,0.00018382561785074681,0,0,1
2.25,0.00038301249023437557,0,0.00038301249023437557,0.00018297517515544721,0,0,1
2.375,0.00045459984375000067,-0.003814697265625,0.004269297109375,0.0002023758027942513,0,0,1
2.5,0.00053458670898437575,0,0.00053458670898437575,0.00018201166604396474,0,0,1
2.625,0.00062343750000000094,0,0.00062343750000000094,0.00018473124276953911,0,0,1
2.75,0.00072161639648437616,0,0.00072161639648437616,0.00018809579293598482,0,0,1
2.875,0.00082958734375000135,-0.003814697265625,0.0046442846093750012,0.00021089641679630395,0,0,1
3,0.0009478140527343766,0,0.0009478140527343766,0.0001929426489440692,0,0,1
3.125,0.0010767600000000019,-0.003814697265625,0.0048914572656250021,0.00021611222967612593,0,0,1
3.25,0.0012168884277343772,0.003814697265625,-0.0025978088378906228,0.00017899751942198515,0,0,1
3.375,0.0013686623437500025,0.003814697265625,-0.0024460349218749975,0.00018522336530871656,0,0,1
3.5,0.0015325445214843779,0,0.0015325445214843779,0.00020930745575103128,0,0,1
3.625,0.0017089975000000033,0,0.0017089975000000033,0.00021030415076472438,0,0,1
3.75,0.0018984835839843787,0,0.0018984835839843787,0.0002104445658680778,0,0,1
3.875,0.0021014648437500038,0.003814697265625,-0.0017132324218749962,0.00019077777075134135,0,0,1
4,0.00231840311523438,0,0.00231840311523438,0.00021139025627942788,0,0,1
4.125,0.0025497600000000055,0.003814697265625,-0.0012649372656249945,0.00019035870920057127,0,0,1
4.25,0.0027959968652343809,-0.003814697265625,0.0066106941308593809,0.00022910103649532627,0,0,1
4.375,0.0030575748437500065,0,0.0030575748437500065,0.00020494930858287581,0,0,1
4.5,0.0033349548339843818,-0.003814697265625,0.0071496520996093818,0.00022247594742023192,0,0,1
4.625,0.003628597500000007,0.003814697265625,-0.000186099765624993,0.00018071725409997847,0,0,1
4.75,0.0039389632714843838,0.00762939453125,-0.0036904312597656162,0.00016450892174619302,0,0,1
4.875,0.0042665123437500094,0.003814697265625,0.00045181507812500944,0.00018932726279722651,0,0,1
5,0.0046117046777343854,0.003814697265625,0.00079700741210938543,0.00019200316553331825,0,0,1
5.125,0.0049750000000000107,0.00762939453125,-0.0026543945312499893,0.00017551651877123687,0,0,1
5.25,0.0053568578027343864,0,0.0053568578027343864,0.00021881189847277349,0,0,1
5.375,0.0057577373437500126,0,0.0057577373437500126,0.00021802990523476628,0,0,1
5.5,0.0061780976464843882,0,0.0061780976464843882,0.00021761463690864419,0,0,1
5.625,0.0066183975000000143,-0.003814697265625,0.010433094765625015,0.00023678141763356752,0,0,1
